1.0154,0.88556,0.21363,0.15035,0.24509,0.43286,0.23255,0.15653,0.29135,0.38963,0
1.0511,0.11546,0.20852,0.44385,0.29199,0.20286,0.31015,0.30906,0.38335,0.26471,1
1.0405,1.0861,0.40393,0.22013,0.40813,0.38419,0.37812,0.19507,0.21937,0.31491,0
0.11516,-0.045821,0.37793,0.35385,0.42739,0.32439,0.20997,0.24557,0.43665,0.15257,0
0.94588,0.088378,0.29701,0.17066,0.40104,0.21628,0.37978,0.20988,0.38015,0.25841,1
-0.057189,1.039,0.23026,0.30674,0.39453,0.39239,0.26046,0.40147,0.16152,0.18489,1
0.96708,-0.046578,0.17702,0.34461,0.16527,0.36318,0.41762,0.28176,0.31207,0.15742,1
1.0693,-0.055014,0.43515,0.31375,0.2364,0.44955,0.39282,0.17543,0.42053,0.2955,1
0.08503,-0.13188,0.27339,0.43048,0.35053,0.32481,0.31047,0.19672,0.34546,0.18318,0
0.90215,0.92612,0.42483,0.32618,0.34149,0.30495,0.43237,0.348,0.3448,0.25234,0
1.0776,0.90571,0.27654,0.40948,0.42338,0.24654,0.40716,0.42093,0.28106,0.39558,0
0.025359,-0.14873,0.34008,0.27192,0.26088,0.1648,0.23066,0.3661,0.34466,0.27009,0
1.088,1.0744,0.22382,0.30715,0.23284,0.22258,0.16088,0.32889,0.27319,0.40828,0
0.08736,-0.12646,0.3044,0.37019,0.17876,0.31173,0.23163,0.2401,0.34412,0.2862,0
0.01438,-0.14587,0.41651,0.37264,0.2201,0.16199,0.37412,0.19799,0.33946,0.29997,0
1.0582,0.95275,0.33759,0.24237,0.22931,0.3242,0.3745,0.36534,0.18012,0.21324,0
-0.13966,1.1073,0.33925,0.25777,0.20444,0.45618,0.43405,0.44624,0.35061,0.21526,1
0.08606,0.13009,0.23551,0.22088,0.29463,0.21839,0.28243,0.26374,0.44563,0.18264,0
-0.11426,-0.015271,0.19363,0.30708,0.41248,0.38347,0.16922,0.35676,0.39356,0.26618,0
0.11878,-0.084845,0.21169,0.38632,0.20361,0.44891,0.44259,0.36769,0.21544,0.38948,0
0.084817,1.052,0.21884,0.17097,0.21118,0.27836,0.44711,0.44893,0.37362,0.42918,1
0.060458,1.0975,0.27412,0.1852,0.4471,0.40106,0.23536,0.18829,0.18209,0.23273,1
-0.082907,0.046928,0.24012,0.1625,0.24644,0.20955,0.41015,0.24172,0.3879,0.36871,0
0.91491,1.0773,0.39949,0.19327,0.31469,0.26324,0.44604,0.42987,0.33547,0.31393,0
0.97502,0.057215,0.4217,0.36633,0.41012,0.30858,0.32534,0.41167,0.30498,0.29625,1
1.1159,1.1088,0.32072,0.3597,0.40877,0.42195,0.44907,0.30963,0.18091,0.16907,0
1.141,1.1189,0.29761,0.21667,0.33286,0.30169,0.2321,0.36482,0.35856,0.20877,0
0.095185,0.10091,0.21633,0.26819,0.43717,0.35222,0.16944,0.215,0.43032,0.32175,0
0.055312,-0.090024,0.18741,0.43969,0.16449,0.23318,0.36145,0.20164,0.23901,0.30166,0
0.87139,-0.019142,0.41822,0.32185,0.26821,0.44453,0.38116,0.37009,0.40069,0.35149,1
0.96467,1.1125,0.31738,0.39302,0.43042,0.45623,0.38286,0.32974,0.3828,0.25582,0
0.86045,-0.12244,0.30765,0.34333,0.18817,0.42685,0.34089,0.4156,0.44123,0.21328,1
0.051335,1.0223,0.24518,0.31608,0.41354,0.22798,0.29783,0.15709,0.2612,0.1962,1
-0.060592,1.0591,0.21023,0.4269,0.38269,0.42361,0.34717,0.22601,0.28294,0.27281,1
-0.13193,-0.083161,0.3519,0.38191,0.18848,0.40102,0.22426,0.36191,0.31429,0.34482,0
0.12894,0.95232,0.29044,0.18638,0.29482,0.2932,0.39014,0.31742,0.30061,0.163,1
0.057257,1.1282,0.25937,0.42392,0.36703,0.19883,0.25385,0.43329,0.41387,0.36429,1
0.88155,-0.064475,0.1691,0.26242,0.17658,0.28841,0.28259,0.28212,0.40263,0.23105,1
1.0306,0.050204,0.20122,0.41035,0.28798,0.22848,0.42057,0.29304,0.35943,0.32707,1
-0.010087,0.99811,0.41115,0.20306,0.43541,0.41914,0.28783,0.23376,0.30593,0.35806,1
0.03319,-0.014152,0.43953,0.15205,0.33383,0.16112,0.22216,0.1709,0.42385,0.42245,0
0.85984,1.1407,0.41402,0.31635,0.21404,0.3817,0.42204,0.31188,0.36209,0.3962,0
0.090153,1.1396,0.43496,0.35962,0.3371,0.3824,0.36376,0.16195,0.39019,0.41865,1
1.012,0.046538,0.37096,0.31912,0.28139,0.22064,0.27324,0.18857,0.23678,0.16658,1
0.95726,0.96857,0.42478,0.31215,0.394,0.25867,0.35669,0.34734,0.21282,0.2967,0
-0.09246,1.1275,0.41908,0.34802,0.37498,0.30388,0.28842,0.30681,0.27837,0.41554,1
-0.0031989,1.0014,0.31244,0.24974,0.24993,0.37635,0.29319,0.30597,0.34875,0.19026,1
0.969,1.129,0.15699,0.35204,0.18775,0.24453,0.23717,0.27245,0.32543,0.36834,0
-0.074269,1.1444,0.43413,0.3841,0.30108,0.37313,0.26252,0.26852,0.39999,0.26522,1
-0.074312,0.021631,0.38018,0.40767,0.25651,0.2851,0.17809,0.25707,0.1887,0.3104,0
1.0749,-0.0072038,0.23125,0.27594,0.41816,0.41893,0.45409,0.36333,0.42537,0.22666,1
0.005557,-0.028462,0.24176,0.20423,0.30197,0.16193,0.32343,0.4351,0.43908,0.35729,0
0.093378,0.91933,0.2519,0.33799,0.30596,0.41293,0.2172,0.16256,0.35857,0.40747,1
0.02171,0.87464,0.16513,0.24744,0.36414,0.38439,0.16482,0.37217,0.1586,0.3342,1
1.1474,0.017827,0.16975,0.1546,0.41472,0.44936,0.27418,0.31053,0.15377,0.21514,1
0.9586,0.045827,0.40791,0.17356,0.19366,0.22508,0.43815,0.25484,0.30397,0.2206,1
-0.10635,0.14971,0.22212,0.22505,0.29188,0.17639,0.20239,0.30314,0.19968,0.41672,0
-0.00033523,1.0933,0.44013,0.23769,0.15481,0.41595,0.18681,0.19421,0.17683,0.28341,1
0.011627,0.90013,0.24876,0.28424,0.34634,0.35123,0.24206,0.40622,0.41723,0.38444,1
0.8613,1.018,0.17901,0.29992,0.38109,0.20093,0.19208,0.28658,0.43019,0.3733,0
-0.047968,0.024038,0.34779,0.30352,0.38141,0.31112,0.23889,0.28984,0.23819,0.18537,0
0.015488,0.99957,0.19266,0.26873,0.19836,0.38762,0.32433,0.15882,0.22401,0.2653,1
0.88362,-0.08137,0.37768,0.16081,0.16632,0.17622,0.27315,0.44027,0.19849,0.31462,1
-0.043225,0.85611,0.28843,0.33253,0.39577,0.43934,0.27439,0.21245,0.34743,0.22917,1
-0.034736,-0.11853,0.32154,0.1515,0.44437,0.19904,0.17981,0.25793,0.16958,0.32451,0
0.048355,0.13855,0.27027,0.29232,0.38253,0.20979,0.32646,0.22646,0.34615,0.31168,0
0.8956,-0.060568,0.22624,0.43971,0.32009,0.45032,0.32285,0.32113,0.26713,0.44198,1
1.0973,1.0643,0.16477,0.33867,0.23512,0.3454,0.17037,0.22206,0.42594,0.22965,0
1.1118,1.111,0.30398,0.26688,0.42609,0.40712,0.39973,0.18674,0.23038,0.25038,0
0.8908,-0.078014,0.28556,0.18516,0.34676,0.38092,0.37048,0.44698,0.18584,0.43247,1
-0.10799,-0.013233,0.30392,0.43229,0.32172,0.23739,0.42566,0.43548,0.39452,0.165,0
1.0217,0.89193,0.40869,0.30911,0.26029,0.41585,0.28815,0.34577,0.22242,0.20273,0
1.1188,-0.07255,0.19317,0.27253,0.1762,0.44602,0.18928,0.36919,0.16507,0.37692,1
-0.042751,-0.02251,0.39052,0.27054,0.45795,0.28147,0.39582,0.24571,0.43251,0.33097,0
0.093006,0.060488,0.43733,0.25193,0.27333,0.18504,0.25029,0.15574,0.27767,0.42003,0
0.90268,0.085948,0.30902,0.18875,0.42474,0.32803,0.21603,0.33128,0.40968,0.37543,1
0.96792,-0.0084481,0.44909,0.16213,0.17267,0.32834,0.34092,0.19511,0.19581,0.36864,1
-0.1186,0.99599,0.38371,0.29275,0.1798,0.33806,0.18727,0.26509,0.36183,0.28629,1
0.087465,0.10443,0.32768,0.43,0.35804,0.43884,0.40302,0.17189,0.22946,0.41422,0
0.13463,0.99928,0.22304,0.44364,0.2608,0.28209,0.295,0.24232,0.37706,0.43554,1
0.85707,1.1499,0.22355,0.3056,0.41451,0.34244,0.2611,0.37721,0.3327,0.33662,0
1.0499,1.1312,0.33861,0.15433,0.32725,0.2854,0.24316,0.28232,0.33446,0.33222,0
0.13795,1.0386,0.35821,0.32018,0.23335,0.27993,0.41091,0.37566,0.21695,0.38985,1
0.87966,-0.085264,0.33364,0.28124,0.243,0.40462,0.2942,0.44181,0.2944,0.39211,1
0.9985,0.084079,0.2537,0.29814,0.21592,0.18745,0.19185,0.19903,0.1893,0.33565,1
1.1306,0.94297,0.20892,0.43863,0.42283,0.26443,0.27354,0.30904,0.17042,0.37551,0
0.94099,-0.092615,0.30827,0.40837,0.41608,0.26444,0.18374,0.34958,0.20914,0.40055,1
0.86194,0.13076,0.32039,0.29052,0.31272,0.22371,0.25005,0.24106,0.15807,0.32845,1
0.071191,1.0047,0.36328,0.1646,0.22239,0.39906,0.39379,0.17566,0.41221,0.34869,1
0.89961,0.91953,0.40799,0.28804,0.43897,0.24806,0.4509,0.24708,0.3623,0.29961,0
-0.05629,-0.066185,0.31077,0.41385,0.37923,0.29996,0.21922,0.35285,0.18765,0.35633,0
0.062616,1.0054,0.32066,0.36138,0.37103,0.43428,0.41149,0.20701,0.4035,0.28466,1
0.90258,0.96101,0.22583,0.18159,0.2237,0.19446,0.16259,0.36844,0.45667,0.36276,0
1.1283,0.1146,0.33981,0.22431,0.1604,0.26791,0.24882,0.28754,0.36217,0.43882,1
1.0559,-0.090858,0.22809,0.17651,0.34932,0.41027,0.3028,0.37421,0.41847,0.38122,1
1.021,0.95379,0.44291,0.38862,0.41804,0.30279,0.23652,0.29108,0.17244,0.36383,0
0.067366,0.98035,0.26141,0.31268,0.27714,0.2287,0.27983,0.37507,0.19408,0.20705,1
-0.080033,1.1443,0.43406,0.44448,0.3119,0.20485,0.44831,0.1625,0.43686,0.33543,1
1.1223,-0.048636,0.21368,0.16002,0.34917,0.42497,0.21409,0.192,0.34338,0.37114,1
0.9867,1.1124,0.3161,0.29342,0.39952,0.40533,0.39363,0.30836,0.23169,0.16439,0
-0.13238,0.016262,0.26665,0.42564,0.28021,0.32084,0.28891,0.2713,0.32219,0.21474,0
0.057356,-0.024224,0.34437,0.40781,0.42938,0.31363,0.3889,0.19047,0.34,0.39542,0
1.1346,0.044095,0.38759,0.43326,0.35539,0.25276,0.39611,0.2376,0.40653,0.21569,1
0.11685,-0.12714,0.33149,0.31857,0.32153,0.33724,0.27947,0.19345,0.42662,0.1963,0
0.90042,-0.11149,0.19105,0.27992,0.31131,0.36056,0.31112,0.30309,0.40914,0.33834,1
1.0504,0.0081247,0.4133,0.41992,0.15151,0.23755,0.38903,0.18766,0.2253,0.37241,1
-0.051812,0.12949,0.1903,0.20378,0.18202,0.19875,0.21141,0.2977,0.39919,0.36335,0
1.0153,0.043862,0.22679,0.38219,0.16162,0.36366,0.22684,0.34754,0.15172,0.18526,1
0.99283,0.93954,0.15364,0.18445,0.41883,0.25118,0.24155,0.3829,0.4289,0.40419,0
0.95121,0.8624,0.36374,0.28069,0.25953,0.44723,0.37443,0.29266,0.37313,0.27455,0
1.1007,-0.084439,0.25708,0.38612,0.23967,0.42333,0.33642,0.42159,0.4222,0.23169,1
1.067,0.96661,0.15023,0.22443,0.32371,0.22582,0.17426,0.35395,0.42242,0.1547,0
0.97676,-0.10591,0.26345,0.15621,0.40283,0.17154,0.32218,0.24437,0.43604,0.28246,1
0.90497,0.95183,0.38318,0.44583,0.17754,0.25096,0.20414,0.29944,0.25133,0.17907,0
-0.09468,0.1133,0.38059,0.36278,0.35625,0.30017,0.41398,0.37714,0.16067,0.34405,0
1.0214,0.04363,0.21882,0.44447,0.33149,0.31437,0.44414,0.25517,0.40101,0.22312,1
1.0661,-0.069208,0.1891,0.44821,0.39849,0.26512,0.22256,0.4067,0.30486,0.25334,1
1.1472,1.1218,0.19312,0.23884,0.29681,0.34694,0.16507,0.16363,0.41215,0.24125,0
0.88756,1.0256,0.17897,0.30342,0.40255,0.20581,0.26,0.29538,0.41478,0.42838,0
0.96496,0.087606,0.18473,0.43887,0.41348,0.34346,0.27347,0.37341,0.42103,0.29878,1
1.1125,0.094871,0.1723,0.38097,0.22596,0.24977,0.22084,0.31494,0.41057,0.3123,1
-0.14149,1.0355,0.34762,0.41598,0.1595,0.25292,0.28298,0.21675,0.33827,0.41055,1
0.9651,0.014012,0.38015,0.17677,0.4223,0.28361,0.1926,0.21123,0.32288,0.41509,1
0.029804,0.054424,0.28873,0.21329,0.29189,0.40101,0.28021,0.22957,0.40776,0.34289,0
-0.0071714,1.0765,0.18565,0.18978,0.31451,0.35984,0.17007,0.21313,0.1929,0.34829,1
-0.13005,1.042,0.20602,0.28269,0.1647,0.27103,0.2625,0.18852,0.44753,0.394,1
1.0029,-0.077247,0.32869,0.35876,0.36364,0.36322,0.41328,0.35393,0.37838,0.3691,1
0.8617,0.12088,0.27488,0.33451,0.20409,0.38635,0.35152,0.30228,0.18996,0.16107,1
0.10043,0.95688,0.18745,0.3717,0.23066,0.38927,0.43094,0.3657,0.18335,0.44874,1
-0.016288,-0.12624,0.19936,0.15176,0.23296,0.40157,0.40604,0.17413,0.2115,0.31129,0
-0.12225,0.92691,0.22128,0.35941,0.43495,0.19954,0.30706,0.22976,0.39499,0.40006,1
0.98887,0.097024,0.42248,0.18266,0.1657,0.45899,0.42234,0.43344,0.18111,0.37797,1
-0.053942,-0.13346,0.39509,0.36643,0.45101,0.3021,0.17286,0.16614,0.44652,0.19813,0
0.98111,-0.08891,0.23703,0.17664,0.3286,0.28389,0.45374,0.38098,0.29747,0.30482,1
0.90384,0.0063679,0.38819,0.34542,0.20354,0.16878,0.42389,0.21891,0.3287,0.19834,1
0.91976,0.080219,0.19081,0.37494,0.43568,0.4341,0.24386,0.27372,0.42174,0.23662,1
-0.12331,0.12961,0.40528,0.43508,0.36972,0.19252,0.1657,0.21773,0.43414,0.4479,0
1.0036,0.14234,0.33045,0.24054,0.4357,0.35809,0.25382,0.16276,0.36096,0.16478,1
1.0135,0.88151,0.34281,0.39779,0.42196,0.33532,0.16085,0.37828,0.24224,0.37853,0
